azon;szoto;szofaj;gyakori
2098;jogos;mn;23521
2099;jogosít;ige;10619
2100;jogosítvány;fn;12306
2101;jogosult;fn;18489
2102;jogosult;mn;61024
2103;jogosultság;fn;49477
2104;jogszabály;fn;132409
2105;jogszerű;mn;11892
2106;jogú;mn;16460
2107;jogviszony;fn;34740
2108;jól;hsz;355618
2109;jólét;fn;10657
2110;jót;hsz;18123
2111;jóváhagy;ige;23507
2112;jóváhagyás;fn;25492
2113;jóval;hsz;54010
2114;józan;mn;12714
2115;józsef;fn;112018
2116;jön;ige;356729
2117;jövedéki;mn;10399
2118;jövedelem;fn;54036
2119;jövedelemadó;fn;12041
2120;jövő;fn;121503
2121;jövő;mn;81270
2122;jövőre;hsz;39489
2123;judit;fn;18964
2124;juhász;fn;14816
2125;július;fn;66348
2126;június;fn;74555
2127;jut;ige;306149
2128;jutalom;fn;16075
2129;juttat;ige;39184
2130;juttatás;fn;28896
2131;kábel;fn;10094
2132;kabinet;fn;11644
2133;kábítószer;fn;18862
2134;kádár;fn;11546
2135;kaland;fn;16817
2136;kalap;fn;11156
2137;kálmán;fn;24601
2138;kamara;fn;49629
2139;kamat;fn;26692
2140;kamera;fn;16640
2141;kampány;fn;29417
2142;kap;ige;595546
2143;kapacitás;fn;25443
2144;kapcsol;ige;42838
2145;kapcsolat;fn;473128
2146;kapcsolatos;mn;199034
2147;kapcsolódik;ige;141945
2148;kapható;mn;22691
2149;kapitány;fn;16094
2150;kápolna;fn;10118
2151;kapta;fn;12531
2152;kapu;fn;48437
2153;kar;fn;103663
2154;kár;fn;79241
2155;karácsony;fn;23125
2156;karácsonyi;mn;14215
2157;karakter;fn;43769
2158;karaván;fn;15184
2159;karbantartás;fn;18739
2160;kard;fn;13896
2161;kari;mn;23693
2162;károly;fn;45272
2163;káros;mn;26372
2164;károsít;ige;11733
2165;karrier;fn;12959
2166;kártya;fn;25216
2167;kastély;fn;19529
2168;katalin;fn;27460
2169;katalógus;fn;17326
2170;katasztrófa;fn;14636
2171;kategória;fn;80132
2172;katolikus;mn;61153
2173;katona;fn;59194
2174;katonai;mn;55381
2175;kattint;ige;143198
2176;kávé;fn;33697
2177;kávézó;fn;12884
2178;kazetta;fn;10383
2179;kecskemét;fn;13513
2180;kecskeméti;mn;10899
2181;kedd;fn;35698
2182;kedv;fn;68229
2183;kedvel;ige;19243
2184;kedvelt;mn;15412
2185;kedvenc;fn;18856
2186;kedvenc;mn;30297
2187;kedves;fn;10810
2188;kedves;mn;103353
2189;kedvezmény;fn;51111
2190;kedvezményes;mn;16659
2191;kedvező;mn;74159
2192;kedvezőtlen;mn;21215
2193;kegyelem;fn;24975
2194;kegyetlen;mn;10886
2195;kék;mn;29335
2196;kel;ige;35500
2197;kelet;fn;19304
2198;keleti;mn;33672
2199;keletkezés;fn;12118
2200;keletkezik;ige;64595
2201;kell;ige;2356934
2202;kellemes;mn;49563
2203;kellemetlen;mn;19662
2204;kellő;mn;40663
2205;kelt;ige;34713
2206;kemény;mn;62262
2207;kémia;fn;10879
2208;kémiai;mn;18310
2209;ken;ige;10295
2210;kényelem;fn;10073
2211;kényelmes;mn;29197
2212;kenyér;fn;33280
2213;kényszer;fn;18309
2214;kényszerít;ige;25147
2215;kényszerül;ige;13774
2216;kénytelen;mn;29126
2217;kép;fn;342206
2218;képernyő;fn;24812
2219;képes;mn;230138
2220;képesítés;fn;17193
2221;képesség;fn;94623
2222;képez;ige;81560
2223;képtelen;mn;24321
2224;képvisel;ige;106025
2225;képviselet;fn;35729
2226;képviselő;fn;204383
2227;képviselő-testület;fn;44503
2228;képzel;ige;37805
2229;képzelet;fn;11172
2230;képzés;fn;217989
2231;képzett;mn;18131
2232;képzettség;fn;12402
2233;képződik;ige;10677
2234;képzőművészeti;mn;10255
2235;kér;ige;430265
2236;kérd;ige;12406
2237;kérdés;fn;573154
2238;kérdéses;mn;12662
2239;kérdez;ige;111420
2240;kérdőív;fn;23375
2241;kerek;mn;13493
2242;kerék;fn;11600
2243;kerékpár;fn;10714
2244;kérelem;fn;89061
2245;kérelmező;fn;15895
2246;keres;ige;245044
2247;kérés;fn;55393
2248;keresés;fn;56874
2249;kereset;fn;17596
2250;keresett;mn;14432
2251;kereskedelem;fn;26447
2252;kereskedelmi;mn;82901
2253;kereskedő;fn;18893
2254;kereslet;fn;18920
2255;kereső;fn;10109
2256;kereső;mn;12188
2257;kereszt;fn;26884
2258;keresztény;fn;20439
2259;keresztény;mn;63120
2260;kereszténység;fn;21386
2261;keret;fn;222871
2262;kerítés;fn;13471
2263;kert;fn;49271
2264;kertész;fn;11178
2265;kerti;mn;14791
2266;kerül;ige;606869
2267;kerület;fn;52549
2268;kerületi;mn;36954
2269;kerülő;mn;31277
2270;kés;fn;12150
2271;késik;ige;10602
2272;keskeny;mn;10591
2273;késő;hsz;11817
2274;később;hsz;144594
2275;későbbi;fn;25488
2276;későbbi;mn;35183
2277;kész;mn;58772
2278;készít;ige;254389
2279;készítés;fn;57924
2280;készítmény;fn;19598
2281;készítő;fn;20679
2282;készíttet;ige;10228
2283;készlet;fn;16888
2284;készpénz;fn;12281
2285;készség;fn;34838
2286;késztet;ige;16139
2287;készül;ige;188239
2288;készülék;fn;44374
2289;készült;mn;54675
2290;kétség;fn;20457
2291;kétségtelen;mn;10528
2292;ketten;hsz;17820
2293;kettős;mn;30034
2294;kever;ige;19942
2295;keveredik;ige;13595
2296;keverék;fn;10931
2297;kevésbé;hsz;67109
2298;kevéssé;hsz;12126
2299;kéz;fn;226797
2300;kezd;ige;318358
2301;kezdeményez;ige;48780
2302;kezdeményezés;fn;58581
2303;kezdet;fn;99109
2304;kezdeti;mn;17264
2305;kezdő;mn;22465
2306;kezdődik;ige;106831
2307;kezel;ige;86103
2308;kezelés;fn;115512
2309;kezelhető;mn;13601
2310;kézi;mn;12406
2311;kézikönyv;fn;12793
2312;kézirat;fn;10153
2313;kft;fn;15404
2314;ki;fn;193291
2315;kiabál;ige;11010
2316;kiad;ige;52986
2317;kiadás;fn;107313
2318;kiadó;fn;55715
2319;kiadvány;fn;53244
2320;kialakít;ige;65497
2321;kialakítás;fn;115632
2322;kialakul;ige;71559
2323;kialakulás;fn;44293
2324;kiáll;ige;10642
2325;kiállít;ige;17546
2326;kiállítás;fn;91703
2327;kiált;ige;23781
2328;kibocsát;ige;10958
2329;kibocsátás;fn;15641
2330;kicsi;fn;10996
2331;kicsi;mn;181132
2332;kiderít;ige;17333
2333;kiderül;ige;76625
2334;kidolgoz;ige;17822
2335;kidolgozás;fn;41402
2336;kidolgozott;mn;16025
2337;kiegészít;ige;27008
2338;kiegészítés;fn;25228
2339;kiegészítő;mn;39551
2340;kiegyensúlyozott;mn;14306
2341;kielégít;ige;15518
2342;kielégítés;fn;17176
2343;kielégítő;mn;14515
2344;kiemel;ige;36984
2345;kiemelkedő;mn;44020
2346;kiemelt;mn;73628
2347;kiépít;ige;48145
2348;kifejez;ige;28133
2349;kifejezés;fn;81108
2350;kifejezetten;hsz;35475
2351;kifejleszt;ige;10760
2352;kifejt;ige;24991
2353;kifelé;hsz;11194
2354;kifizet;ige;14817
2355;kifizetés;fn;28305
2356;kifogás;fn;17313
2357;kifogásol;ige;12716
2358;kihagy;ige;10263
2359;kihasznál;ige;25246
2360;kihasználás;fn;10092
2361;kihirdetés;fn;10772
2362;kihívás;fn;36176
2363;kiindul;ige;11401
2364;kiír;ige;12505
2365;kiírás;fn;20272
2366;kiírt;mn;10423
2367;kijelent;ige;30916
2368;kijelentés;fn;21490
2369;kijelöl;ige;40203
2370;kijelölés;fn;11712
2371;kijön;ige;13708
2372;kikapcsol;ige;18039
2373;kikerül;ige;15066
2374;kikötő;fn;12373
2375;kilátás;fn;17135
2376;kilép;ige;14763
2377;kiló;fn;13118
2378;kilométer;fn;28925
2379;kimarad;ige;13190
2380;kimegy;ige;19702
2381;kimond;ige;28013
2382;kimutat;ige;15163
2383;kimutatás;fn;13582
2384;kína;fn;15696
2385;kínai;mn;23988
2386;kínál;ige;72532
2387;kínálat;fn;27856
2388;kincs;fn;22984
2389;kinevezés;fn;15201
2390;kint;hsz;15563
2391;kinyit;ige;21022
2392;kipróbál;ige;17783
2393;király;fn;97412
2394;királyi;mn;25375
2395;királyság;fn;13146
2396;kirándulás;fn;20672
2397;kis;mn;487189
2398;kisebbség;fn;46245
2399;kisebbségi;mn;61224
2400;kísér;ige;41646
2401;kíséret;fn;10708
2402;kísérlet;fn;54926
2403;kísérleti;mn;18285
2404;kisfiú;fn;14687
2405;kisgyermek;fn;10035
2406;kislány;fn;28124
2407;kiss;fn;26726
2408;kissé;hsz;51500
2409;kistérség;fn;26687
2410;kiszolgál;ige;11352
2411;kiszolgálás;fn;10961
2412;kitalál;ige;18043
2413;kitér;ige;14105
2414;kiterjed;ige;30857
2415;kiterjesztés;fn;10126
2416;kitesz;ige;11603
2417;kitölt;ige;33777
2418;kitöltés;fn;19381
2419;kitűnő;mn;27051
2420;kitüntetés;fn;13872
2421;kiválaszt;ige;25486
2422;kiválasztás;fn;31979
2423;kiválasztott;mn;27714
2424;kiváló;mn;70811
2425;kivált;ige;20039
2426;kíván;ige;222445
2427;kívánatos;mn;17560
2428;kíváncsi;mn;39535
2429;kívánság;fn;17468
2430;kívánt;mn;44274
2431;kivesz;ige;66750
2432;kivétel;fn;73270
2433;kivételes;mn;17692
2434;kivitel;fn;14199
2435;kivitelezés;fn;25537
2436;kívülről;hsz;14406
2437;kizár;ige;26365
2438;kizárás;fn;12047
2439;kizárólag;hsz;84894
2440;kizárólagos;mn;20470
2441;klasszikus;mn;33087
2442;klub;fn;23979
2443;km;fn;46847
2444;koalíció;fn;12080
2445;kocka;fn;13556
2446;kockázat;fn;45859
2447;kocsi;fn;51117
2448;kocsma;fn;12893
2449;kód;fn;43889
2450;kolléga;fn;43163
2451;kollégium;fn;40048
2452;kollégiumi;mn;16555
2453;kollektív;mn;21326
2454;kolostor;fn;10404
2455;kombináció;fn;10171
2456;kommunikáció;fn;80522
2457;kommunikál;ige;10989
2458;kommunista;mn;18757
2459;komoly;mn;148963
2460;kompetencia;fn;12867
2461;komplex;mn;30424
2462;kompromisszum;fn;11918
2463;koncentráció;fn;11785
2464;koncentrál;ige;19205
2465;koncepció;fn;45365
2466;koncert;fn;32356
2467;konferencia;fn;81175
2468;konfliktus;fn;32886
2469;kongresszus;fn;21215
2470;konkrét;mn;79690
2471;konstrukció;fn;16483
2472;konszenzus;fn;11809
2473;kontinens;fn;11226
2474;kontroll;fn;10829
2475;konzervatív;mn;11662
2476;konzultáció;fn;20818
2477;konyha;fn;34702
2478;koordináció;fn;12478
2479;koordinál;ige;17498
2480;kor;fn;165170
2481;kora;mn;21405
2482;korábban;hsz;136318
2483;korábbi;mn;121236
2484;korabeli;mn;13891
2485;korai;mn;29160
2486;korán;hsz;16334
2487;korántsem;hsz;11898
2488;kórház;fn;77485
2489;kórházi;mn;14549
2490;korlát;fn;28673
2491;korlátlan;mn;12470
2492;korlátoz;ige;30856
2493;korlátozás;fn;29778
2494;korlátozott;mn;25215
2495;kormány;fn;251479
2496;kormányfő;fn;18567
2497;kormánypárt;fn;18476
2498;kormányrendelet;fn;15963
2499;kormányzat;fn;71828
2500;korona;fn;26086
2501;korosztály;fn;26613
2502;korrekt;mn;47267
2503;korrupció;fn;12386
2504;korszak;fn;38363
2505;korszerű;mn;77840
2506;kortárs;fn;22957
2507;kórus;fn;11756
2508;kosár;fn;26212
2509;kossuth;fn;30231
2510;kovács;fn;51055
2511;kő;fn;39224
2512;kölcsön;fn;18137
2513;kölcsönös;mn;29610
2514;költ;ige;25350
2515;költemény;fn;10048
2516;költészet;fn;19561
2517;költő;fn;44580
2518;költői;mn;12199
2519;költözik;ige;23302
2520;költség;fn;159678
2521;költségtérítés;fn;14872
2522;költségvetés;fn;99865
2523;költségvetési;mn;73380
2524;könny;fn;14648
2525;könnyedén;hsz;23939
2526;könnyű;mn;184496
2527;könyv;fn;240362
2528;könyvtár;fn;125375
2529;kör;fn;256805
2530;környék;fn;64400
2531;környezet;fn;168088
2532;környezeti;mn;47379
2533;környezetvédelem;fn;90680
2534;környező;mn;15584
2535;körű;mn;38981
2536;körülbelül;hsz;36203
2537;körülmény;fn;115829
2538;körzet;fn;24520
2539;köszön;ige;136893
2540;köszönet;fn;22472
2541;köszönhető;mn;60760
2542;köszönt;ige;23218
2543;köt;ige;114021
2544;kötél;fn;11933
2545;köteles;mn;93899
2546;kötelesség;fn;35022
2547;kötelez;ige;27822
2548;kötelezett;mn;11483
2549;kötelezettség;fn;118413
2550;kötelező;mn;125534
2551;kötés;fn;11803
2552;kötet;fn;64151
2553;kötődik;ige;24582
2554;kötött;mn;39357
2555;kövér;mn;12437
2556;követ;ige;380541
2557;követel;ige;39470
2558;követelés;fn;22885
2559;követelmény;fn;123701
2560;követés;fn;19060
2561;következetes;mn;15317
2562;következik;ige;92347
2563;következmény;fn;71565
2564;következő;fn;55245
2565;következő;mn;253556
2566;következtet;ige;12825
2567;következtetés;fn;26317
2568;köz;fn;37426
2569;közalapítvány;fn;27912
2570;közalkalmazott;fn;25523
2571;közben;hsz;76998
2572;közbeszerzés;fn;28824
2573;közbiztonság;fn;10104
2574;közeg;fn;17159
2575;közel;fn;45157
2576;közel;hsz;109427
2577;közelebb;hsz;26565
2578;közeledik;ige;21714
2579;közélet;fn;16796
2580;közéleti;mn;13225
2581;közeli;mn;44667
2582;közelít;ige;25647
2583;közeljövő;fn;16079
2584;közelmúlt;fn;23901
2585;közelség;fn;10308
2586;közép;fn;86544
2587;közepes;mn;24305
2588;középfokú;mn;20933
2589;középiskola;fn;27015
2590;középiskolai;mn;18044
2591;középkor;fn;13616
2592;középkori;mn;16654
2593;középpont;fn;23439
2594;középső;mn;13671
2595;középvállalkozás;fn;11047
2596;közérdekű;mn;11515
2597;közgazdasági;mn;16081
2598;közgyűlés;fn;132152
2599;közhasznú;mn;27760
2600;közigazgatás;fn;16641
2601;közigazgatási;mn;46922
2602;közismert;mn;15186
2603;közlekedés;fn;38236
2604;közlekedési;mn;55349
2605;közlekedik;ige;17468
2606;közlemény;fn;56784
2607;közlés;fn;23373
2608;közművelődés;fn;15653
2609;közoktatás;fn;43266
2610;közöl;ige;100632
2611;közölt;mn;13666
2612;közönség;fn;50853
2613;közös;mn;235061
2614;közösség;fn;157711
2615;közösségi;mn;66868
2616;központ;fn;137850
2617;központi;mn;107723
2618;közreműködés;fn;27040
2619;közreműködik;ige;16089
2620;köztársaság;fn;44448
2621;köztársasági;mn;15759
2622;közterület;fn;16830
2623;közti;mn;20824
2624;köztisztviselő;fn;33505
2625;közúti;mn;17617
2626;közvélemény;fn;23871
2627;közvetett;mn;13316
2628;közvetít;ige;20180
2629;közvetítés;fn;16809
2630;közvetlen;mn;77794
2631;közvetlenül;hsz;79302
2632;közzétesz;ige;13165
2633;közzététel;fn;18145
2634;közzétett;mn;11750
2635;község;fn;51204
2636;közszolgálat;fn;33257
2637;közszolgáltatás;fn;10319
2638;kreatív;mn;13816
2639;krisztus;fn;93501
2640;kritérium;fn;18898
2641;kritika;fn;29404
2642;kritikus;mn;21339
2643;krónika;fn;10720
2644;kudarc;fn;20992
2645;kulcs;fn;27377
2646;kultúra;fn;122712
2647;kulturális;mn;122940
2648;kupa;fn;11897
2649;kuratórium;fn;31915
2650;kurzus;fn;21084
2651;kút;fn;17103
2652;kutat;ige;19251
2653;kutatás;fn;97555
2654;kutatási;mn;36898
2655;kutató;fn;54564
2656;kutya;fn;87017
2657;küld;ige;206044
2658;küldés;fn;52104
2659;küldetés;fn;19128
2660;küldött;fn;10735
2661;külföld;fn;43420
2662;külföldi;fn;15339
2663;külföldi;mn;111798
2664;külön;mn;128800
2665;külön;hsz;37600
2666;különb;mn;28371
2667;különbözik;ige;21103
2668;különböző;mn;263533
2669;különböztet;ige;10321
2670;különbség;fn;91427
2671;különféle;mn;52570
2672;külön-külön;hsz;13686
2673;különleges;mn;72525
2674;különös;mn;74243
2675;különösen;hsz;141522
2676;külső;mn;103154
2677;külső;fn;10120
2678;külügyminiszter;fn;14206
2679;küszködik;ige;10022
2680;küszöb;fn;14430
2681;küzd;ige;38369
2682;küzdelem;fn;34705
2683;láb;fn;94957
2684;labda;fn;21962
2685;laboratórium;fn;12873
2686;laci;fn;13079
2687;lágy;mn;12637
2688;lajos;fn;57146
2689;lakás;fn;132584
2690;lakik;ige;58566
2691;lakó;fn;47521
2692;lakóhely;fn;20342
2693;lakos;fn;33575
2694;lakosság;fn;118906
2695;lakótelep;fn;12491
2696;lámpa;fn;18341
2697;lánc;fn;12119
2698;láng;fn;21170
2699;lány;fn;139087
2700;lap;fn;201423
2701;lassú;mn;98463
2702;lászló;fn;163443
2703;lát;ige;564996
2704;látás;fn;15214
2705;láthatatlan;mn;11184
2706;látható;mn;117742
2707;latin;mn;16127
2708;látogat;ige;107621
2709;látogatás;fn;32426
2710;látogató;fn;111470
2711;látszat;fn;12147
2712;látszik;ige;89622
2713;látszólag;hsz;14829
2714;látvány;fn;28455
2715;látványos;mn;24487
2716;láz;fn;10420
2717;laza;mn;14688
2718;lé;fn;14999
2719;lead;ige;15818
2720;leány;fn;24911
2721;lebonyolítás;fn;29502
2722;leendő;mn;19741
2723;lefelé;hsz;19435
2724;lefolytat;ige;15188
2725;legalább;hsz;210229
2726;legenda;fn;12231
2727;legfeljebb;hsz;68234
2728;leginkább;hsz;70685
2729;legjobban;hsz;30947
2730;legkésőbb;hsz;21796
2731;legkevésbé;hsz;10601
2732;légkör;fn;22455
2733;legközelebb;hsz;15981
2734;legutóbb;hsz;11481
2735;legutóbbi;mn;22839
2736;légy;fn;11965
2737;leggyakrabban;hsz;14242
2738;legyőz;ige;13778
2739;lehet;ige;1549271
2740;lehetetlen;mn;36128
2741;lehetőleg;hsz;36796
2742;lehetőség;fn;615387
2743;lehetséges;mn;144117
2744;leír;ige;68048
2745;leírás;fn;66781
2746;lejár;ige;15899
2747;lel;ige;15934
2748;lélek;fn;142735
2749;lelkes;mn;21268
2750;lelkesedés;fn;11966
2751;lelkész;fn;18998
2752;lelki;mn;55955
2753;lelkiismeret;fn;15427
2754;lemez;fn;32454
2755;lemond;ige;24695
2756;lemondás;fn;15180
2757;lendület;fn;14091
2758;lengyel;mn;25749
2759;lengyelország;fn;16275
2760;lény;fn;34957
2761;lényeg;fn;111258
2762;lényeges;mn;81054
2763;lép;ige;206379
2764;lépcső;fn;21543
2765;lépés;fn;128504
2766;lerakó;fn;15511
2767;lesz;ige;69644
2768;leszögez;ige;12437
2769;lét;fn;45916
2770;létesít;ige;23998
2771;létesítés;fn;21869
2772;létesítmény;fn;31691
2773;letesz;ige;15330
2774;létezés;fn;22233
2775;létezik;ige;102797
2776;létező;mn;25029
2777;letilt;ige;41228
2778;letölt;ige;36060
2779;létrehoz;ige;138135
2780;létrejön;ige;31660
2781;létrejötte;fn;14416
2782;létszám;fn;52335
2783;leül;ige;16046
2784;levegő;fn;70150
2785;levél;fn;175573
2786;levelezés;fn;18282
2787;levelező;mn;15493
2788;levéltár;fn;15385
2789;lévén;hsz;14489
2790;levesz;ige;12310
2791;levon;ige;14237
2792;lezajlik;ige;13565
2793;lezár;ige;45819
2794;lezárás;fn;23450
2795;liberális;mn;17726
2796;licenc;fn;11529
2797;link;fn;65742
2798;lista;fn;101932
2799;liszt;fn;18520
2800;liter;fn;19816
2801;ló;fn;54399
2802;logika;fn;16571
2803;logikai;mn;14108
2804;logikus;mn;12578
2805;logisztika;fn;13840
2806;london;fn;10190
2807;lop;ige;14280
2808;lő;ige;22396
2809;lukács;fn;10880
2810;lyuk;fn;13747
2811;ma;hsz;360551
2812;ma;fn;19616
2813;macska;fn;26171
2814;madár;fn;34990
2815;mag;fn;43277
2816;maga;fn;396548
2817;magánszemély;fn;28678
2818;magány;fn;10739
2819;magányos;mn;14021
2820;magas;mn;270780
2821;magas;fn;13594
2822;magasság;fn;29334
2823;magatartás;fn;54539
2824;magazin;fn;18565
2825;mágia;fn;10710
2826;magzat;fn;11341
2827;magyar;fn;88520
2828;magyar;mn;1003275
2829;magyaráz;ige;34003
2830;magyarázat;fn;41574
2831;magyarország;fn;355605
2832;magyarság;fn;39028
2833;mai;mn;153662
2834;máj;fn;12117
2835;majd;hsz;666192
2836;majdnem;hsz;46903
2837;május;fn;87757
2838;mama;fn;13853
2839;manapság;hsz;27210
2840;mandátum;fn;12355
2841;már;hsz;1725577
2842;mára;hsz;32244
2843;marad;ige;299951
2844;maradék;fn;17424
2845;maradvány;fn;13134
2846;március;fn;78778
2847;marhaság;fn;12406
2848;mária;fn;42728
2849;máris;hsz;33006
2850;márka;fn;12071
2851;marketing;fn;25598
2852;már-már;hsz;11590
2853;márton;fn;12924
2854;más;fn;817420
2855;másik;fn;355699
2856;másként;hsz;22248
2857;másnap;hsz;27298
2858;másodközlés;fn;20583
2859;másodperc;fn;30823
2860;másolás;fn;10998
2861;másolat;fn;27732
2862;mászik;ige;10602
2863;matáv;fn;11784
2864;matematika;fn;23846
2865;matematikai;mn;15277
2866;mátyás;fn;18663
2867;maximális;mn;33582
2868;maximum;hsz;23837
2869;mechanizmus;fn;18965
2870;meccs;fn;22223
2871;meddig;hsz;11872
2872;medence;fn;20076
2873;média;fn;45169
2874;médium;fn;13341
2875;medve;fn;10212
2876;még;hsz;1504588
2877;megad;ige;86056
2878;megadás;fn;26830
2879;megadott;mn;46822
2880;megakadályoz;ige;44692
2881;megalakul;ige;14577
2882;megalakulás;fn;12938
2883;megalapoz;ige;11020
2884;megalapozott;mn;17115
2885;megalkotás;fn;12922
2886;megáll;ige;38274
2887;megállapít;ige;87345
2888;megállapítás;fn;69539
2889;megállapított;mn;25666
2890;megállapodás;fn;94896
2891;megállapodik;ige;12068
2892;megbeszél;ige;14298
2893;megbeszélés;fn;47214
2894;megbetegedés;fn;17516
2895;megbízás;fn;44036
2896;megbízatás;fn;11607
2897;megbízható;mn;43731
2898;megbízó;fn;10014
2899;megbízott;mn;14894
2900;megcsinál;ige;14336
2901;megegyezés;fn;14066
2902;megegyezik;ige;34095
2903;megél;ige;17714
2904;megélhetés;fn;15104
2905;megelőz;ige;23375
2906;megelőzés;fn;29434
2907;megelőző;mn;55217
2908;megemlékezés;fn;11051
2909;megemlít;ige;19677
2910;megenged;ige;17061
2911;megengedett;mn;13559
2912;megépít;ige;17077
2913;megér;ige;26010
2914;megérkezik;ige;24587
2915;megerősít;ige;32252
2916;megerősítés;fn;16457
2917;megért;ige;50869
2918;megértés;fn;31241
2919;megfelel;ige;66656
2920;megfelelő;mn;493129
2921;megfigyel;ige;15478
2922;megfigyelés;fn;25375
2923;megfigyelhető;mn;11173
2924;megfizet;ige;29891
2925;megfog;ige;13040
2926;megfogalmaz;ige;50967
2927;megfogalmazás;fn;25274
2928;megfontolás;fn;12630
2929;megfordul;ige;13274
2930;meghal;ige;42825
2931;meghalad;ige;59995
2932;meghallgat;ige;17217
2933;meghallgatás;fn;13459
2934;meghatároz;ige;124874
2935;meghatározás;fn;66782
2936;meghatározott;mn;175278
2937;meghirdet;ige;25332
2938;meghív;ige;25596
2939;meghívás;fn;18662
2940;meghívó;fn;10417
2941;meghoz;ige;14933
2942;meghozatal;fn;10899
2943;megígér;ige;10824
2944;megillet;ige;16072
2945;megindul;ige;17575
2946;megint;hsz;74397
2947;megír;ige;22648
2948;mégis;hsz;127984
2949;mégiscsak;hsz;17525
2950;megismer;ige;57426
2951;megismerés;fn;37790
2952;megismerkedik;ige;20435
2953;megismertetés;fn;10280
2954;megismétel;ige;15776
2955;megítél;ige;11495
2956;megítélés;fn;35611
2957;megjegyez;ige;32796
2958;megjegyzés;fn;52426
2959;megjelenés;fn;70556
2960;megjelenik;ige;159221
2961;megjelenít;ige;71113
2962;megjelent;mn;40270
2963;megjelentet;ige;15569
2964;megjelöl;ige;10588
2965;megjelölés;fn;17652
2966;megjelölt;mn;24681
2967;megkap;ige;53100
2968;megkér;ige;14344
2969;megkérdez;ige;66026
2970;megkérdőjelez;ige;10654
2971;megkeres;ige;22023
2972;megkeresés;fn;10813
2973;megkezd;ige;23417
2974;megkezdés;fn;22171
2975;megkezdett;mn;10439
2976;megkezdődik;ige;24527
2977;megkönnyít;ige;16163
2978;megköszön;ige;16329
2979;megkötés;fn;21148
2980;megkövetel;ige;15072
2981;megközelít;ige;12560
2982;megközelítés;fn;27783
2983;megküld;ige;20247
2984;megkülönböztet;ige;15989
2985;megkülönböztetés;fn;18859
2986;meglát;ige;31216
2987;meglátogat;ige;13404
2988;meglehetősen;hsz;35925
2989;meglepetés;fn;23509
2990;meglepő;mn;27574
2991;meglét;fn;13542
2992;megmarad;ige;41505
2993;megment;ige;13316
2994;megmond;ige;28947
2995;megmutat;ige;34145
2996;megnevezés;fn;16968
2997;megnéz;ige;48976
2998;megnő;ige;15821
2999;megnyer;ige;15766
3000;megnyílik;ige;14183
3001;megnyilvánulás;fn;16379
3002;megnyit;ige;18825
3003;megnyitás;fn;11489
3004;megnyugtató;mn;10233
3005;megold;ige;48023
3006;megoldás;fn;219831
3007;megoldható;mn;11255
3008;megoszt;ige;25272
3009;megöl;ige;16911
3010;megőriz;ige;30681
3011;megőrzés;fn;30936
3012;megpróbál;ige;66139
3013;megragad;ige;12734
3014;megrendel;ige;10014
3015;megrendelés;fn;31095
3016;megrendelő;fn;23816
3017;megrendez;ige;30336
3018;megrendezett;mn;11175
3019;mégsem;hsz;51972
3020;megsért;ige;12413
3021;megsértés;fn;12149
3022;megszabadul;ige;12365
3023;megszerez;ige;36549
3024;megszervez;ige;32999
3025;megszerzés;fn;44375
3026;megszokik;ige;11253
3027;megszokott;mn;25006
3028;megszólal;ige;20503
3029;megszületik;ige;22071
3030;megszűnés;fn;23652
3031;megszűnik;ige;51373
3032;megszüntet;ige;30077
3033;megszüntetés;fn;32667
3034;megtagad;ige;11740
3035;megtakarítás;fn;13711
3036;megtalál;ige;73943
3037;megtalálható;mn;44119
3038;megtámad;ige;10327
3039;megtanít;ige;13256
3040;megtanul;ige;39661
3041;megtapasztal;ige;13439
3042;megtart;ige;43733
3043;megtartás;fn;23591
3044;megtehet;ige;18618
3045;megtekint;ige;34183
3046;megtekintés;fn;29676
3047;megteremt;ige;24802
3048;megteremtés;fn;37105
3049;megtesz;ige;67941
3050;megtörténik;ige;41120
3051;megtud;ige;51717
3052;megújul;ige;21183
3053;megújulás;fn;12035
3054;megun;ige;10950
3055;megválaszol;ige;10068
3056;megválaszt;ige;21213
3057;megválasztás;fn;16943
3058;megvalósít;ige;40393
3059;megvalósítás;fn;100469
3060;megvalósítható;mn;10119
3061;megvalósul;ige;30202
3062;megvalósulás;fn;17146
3063;megváltozik;ige;32630
3064;megváltozott;mn;10338
3065;megváltoztat;ige;36914
3066;megváltoztatás;fn;20087
3067;megvan;ige;109495
3068;megvásárol;ige;27882
3069;megvéd;ige;12606
3070;megvesz;ige;17372
3071;megvizsgál;ige;25290
3072;megy;ige;370188
3073;megye;fn;118329
3074;megyei;mn;176994
3075;meggyőz;ige;12380
3076;meggyőződés;fn;30815
3077;méh;fn;10529
3078;mekkora;fn;25060
3079;meleg;fn;30566
3080;meleg;mn;47397
3081;mell;fn;24061
3082;mellékel;ige;20430
3083;melléklet;fn;69033
3084;méltatlan;mn;13751
3085;méltó;mn;47142
3086;méltóság;fn;22379
3087;mely;fn;797859
3088;mély;mn;82799
3089;melyik;fn;67955
3090;mélység;fn;22144
3091;menedzser;fn;14229
3092;menedzsment;fn;14863
3093;menekül;ige;24666
3094;menet;fn;30450
3095;menetrend;fn;11271
3096;ment;ige;20112
3097;mentes;mn;16369
3098;mentés;fn;13245
3099;menü;fn;17996
3100;menüpont;fn;24581
3101;menny;fn;13116
3102;mennyei;mn;10633
